Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Online_12,Topflight_Yes,cc1_miles?_Yes,cc2_miles?_Yes,cc3_miles?_Yes,Email_Yes,Club_member_Yes,Any_cc_miles_12mo_Yes,Phone_sale
24051,0,8764,13,0,0,0,False,True,False,False,True,False,True,1
32708,0,11556,13,0,0,0,False,True,False,False,False,False,True,0
491987,0,68007,23,700,2,0,True,True,False,False,True,False,True,0
18533,0,27904,14,0,0,0,False,True,False,False,True,False,True,0
39139,0,710,4,0,0,0,False,False,False,False,True,False,False,0
34584,0,6962,21,1500,7,0,False,True,False,False,True,False,True,0
8719,0,2000,9,0,0,0,False,False,False,False,False,False,False,0
350608,0,50988,26,2643,5,0,True,True,False,False,True,False,True,1
31211,0,280,4,100,1,0,False,False,False,False,False,False,False,0
4546,0,1000,1,0,0,0,False,False,False,False,True,False,False,0
14775,0,14275,9,0,0,0,False,True,True,False,True,False,True,1
62998,0,11326,24,0,0,1,False,True,False,False,True,False,True,0
138411,0,53843,14,0,0,0,False,True,False,False,True,False,True,1
87507,0,17714,19,0,0,0,False,True,False,False,True,True,True,1
84631,0,20415,17,0,0,0,False,True,False,False,False,True,True,1
54177,0,45403,15,500,1,0,True,True,False,False,True,False,True,0
65533,0,7595,10,0,0,0,False,True,False,False,False,False,True,0
16125,0,23288,17,0,0,0,False,True,False,False,True,False,True,0
16501,0,0,0,0,0,0,False,False,False,False,True,False,False,0
23846,0,9177,6,0,0,0,False,True,False,False,True,False,True,1
192334,0,33950,21,1450,4,0,False,True,False,False,True,False,True,0
102062,0,44247,16,0,0,0,False,True,False,False,True,False,True,0
12184,0,1160,3,0,0,0,False,False,False,False,True,False,False,0
8913,0,2050,10,50,1,0,False,False,False,False,True,False,False,0
43229,0,5000,1,0,0,0,False,False,False,False,False,False,False,1
22412,0,11654,12,0,0,0,False,True,False,False,False,False,True,1
97763,0,2000,9,0,0,0,False,False,False,False,True,False,False,0
1666,0,980,3,0,0,0,False,False,False,False,False,False,False,0
126873,0,95598,32,500,1,0,False,True,False,True,True,False,True,1
74007,0,9259,13,0,0,0,False,True,False,False,True,False,True,0
136161,0,6032,15,0,0,0,False,True,False,False,True,False,True,0
8250,0,250,2,0,0,0,False,False,False,False,False,True,False,1
930410,0,211284,18,2250,6,0,True,True,False,False,True,True,True,1
138008,5368,34178,14,200,1,0,False,True,False,False,True,False,True,1
39207,0,965,3,0,0,0,False,False,False,False,False,False,False,1
226826,0,91660,21,500,1,0,True,True,False,False,True,False,True,0
85826,0,33678,29,0,0,0,False,True,False,False,False,False,True,1
44247,948,40939,26,0,0,0,False,True,False,False,True,False,True,0
94272,0,11098,16,0,0,0,True,True,False,False,True,False,True,1
10747,0,990,4,500,1,0,False,False,False,False,True,False,False,1
48863,0,71013,18,1050,3,0,True,True,False,False,True,False,True,0
15253,0,5427,8,0,0,0,False,True,False,False,False,False,True,0
34182,0,0,0,0,0,0,False,False,False,False,True,False,False,0
123430,0,49987,17,0,0,0,False,True,False,False,True,False,True,0
45742,0,7625,23,250,1,0,False,False,False,False,True,False,False,0
195563,0,16715,13,0,0,0,False,True,False,False,True,False,True,0
57293,0,1000,1,0,0,0,False,False,False,False,True,False,False,0
19634,0,0,0,0,0,0,False,False,False,False,False,False,False,0
125948,0,15155,15,0,0,0,False,True,False,False,True,False,True,1
25485,0,9655,10,2800,8,0,False,True,False,False,True,False,True,1
117329,0,6448,11,0,0,0,False,True,True,False,True,False,True,0
199273,0,58457,14,0,0,0,False,True,False,False,True,False,True,0
111064,0,12700,7,2700,6,0,True,False,False,False,False,False,False,0
4431,0,0,0,0,0,0,False,False,False,False,False,False,False,0
194906,0,23780,14,200,1,0,False,True,False,False,True,False,True,0
38348,0,0,0,0,0,0,False,False,False,False,True,True,False,1
11875,0,3625,22,0,0,0,False,False,False,False,False,False,False,0
4500,0,1500,5,0,0,0,False,False,False,False,True,False,False,0
85036,0,43825,21,0,0,0,True,True,False,False,True,False,True,0
20982,0,44238,18,0,0,0,False,True,False,False,True,False,True,0
80250,0,895,2,0,0,0,False,False,False,False,True,False,False,0
126490,0,8808,15,5183,12,0,True,False,False,False,True,False,False,0
54942,0,4200,10,4200,10,0,False,False,False,False,False,False,False,0
69555,0,21957,16,250,1,0,False,True,False,False,True,False,True,1
68226,0,3147,8,200,2,0,False,True,False,False,True,False,True,1
247743,0,51296,20,500,1,0,False,True,False,False,True,False,True,0
4751,0,0,0,0,0,0,False,False,False,False,False,False,False,0
49560,0,0,0,0,0,0,False,False,False,False,False,False,False,0
120860,0,2000,1,0,0,0,False,False,False,False,True,False,False,0
238749,0,7134,14,3134,12,0,True,False,False,False,True,False,False,1
27993,0,6000,3,0,0,0,True,False,False,False,True,True,False,1
278727,0,21666,19,9166,16,0,True,False,False,False,True,False,False,0
18932,0,24660,22,0,0,0,False,True,False,False,False,False,True,0
28979,0,6494,12,0,0,0,False,True,False,False,False,False,True,0
89112,4670,28670,29,0,0,0,False,True,False,False,True,False,True,0
329,0,23492,14,0,0,0,False,True,False,False,False,True,True,1
10760,0,0,0,0,0,0,False,False,False,False,False,False,False,0
44324,0,650,4,650,4,0,False,False,False,False,False,False,False,0
89742,0,39073,13,0,0,0,False,True,False,False,False,False,True,0
11023,0,0,0,0,0,0,False,False,False,False,False,False,False,0
86112,0,35528,22,0,0,0,False,True,False,False,True,True,True,1
32141,0,3500,14,0,0,0,False,False,False,False,True,False,False,0
109114,0,31956,27,0,0,0,False,True,False,False,True,False,True,1
72019,0,20430,8,0,0,0,True,True,False,False,True,False,True,0
81419,0,7769,12,350,1,0,False,True,False,False,False,False,True,0
33964,0,300,3,0,0,0,False,False,False,False,False,False,False,0
21216,0,7787,12,0,0,0,False,True,False,False,True,False,True,1
17088,0,0,0,0,0,0,False,False,False,False,True,False,False,0
297127,0,27415,16,0,0,0,True,True,False,False,True,True,True,1
16341,0,0,0,0,0,0,False,False,False,False,False,False,False,0
71610,0,20918,14,0,0,0,False,True,False,False,False,False,True,0
97750,0,12616,16,600,2,0,False,True,False,False,True,False,True,0
39728,0,16359,11,0,0,1,False,True,False,False,True,False,True,0
61893,0,0,0,0,0,0,False,False,False,False,False,False,False,0
58452,0,0,0,0,0,0,False,False,False,False,False,True,False,1
31593,0,3128,12,0,0,0,False,True,False,False,True,False,True,0
37936,0,6211,12,0,0,0,False,True,False,False,False,False,True,0
48852,0,1058,3,0,0,0,False,False,False,False,True,False,False,0
68224,0,28916,16,0,0,0,False,True,False,False,True,False,True,0
57622,0,1250,3,0,0,0,False,False,False,False,True,False,False,0
169139,0,9500,5,0,0,0,True,False,False,False,True,False,False,0
6000,0,0,0,0,0,0,False,False,False,False,True,False,False,0
37162,0,0,0,0,0,0,False,False,False,False,False,False,False,0
46672,500,22404,22,0,0,0,False,True,False,False,True,False,True,1
38671,0,2200,9,1000,5,0,True,False,False,False,True,False,False,0
44760,0,3105,6,100,2,0,False,False,True,False,True,False,True,0
30592,862,2602,7,0,0,0,False,True,False,False,False,False,True,0
129972,0,15081,18,500,1,0,False,True,False,False,False,False,True,0
132256,0,15040,24,899,3,0,False,True,False,False,True,False,True,0
35659,0,1102,9,0,0,0,False,True,False,False,False,False,True,0
44026,0,12282,18,634,1,0,False,True,False,False,True,False,True,0
5346,0,0,0,0,0,0,False,False,False,False,False,False,False,0
32510,0,14568,13,0,0,0,False,True,True,False,True,False,True,0
4340,0,32685,5,0,0,0,False,False,False,False,False,False,False,0
76077,0,500,4,0,0,0,False,False,False,False,True,False,False,0
21138,0,4500,2,0,0,0,True,False,False,False,False,True,False,1
89413,0,24667,21,0,0,0,False,True,False,False,False,False,True,0
41040,0,66292,14,200,2,0,False,True,False,False,True,False,True,0
57477,0,2607,4,0,0,0,False,True,False,False,True,False,True,0
52537,0,49146,19,100,2,1,False,True,False,False,True,False,True,0
46157,0,1625,3,500,1,0,False,False,False,False,True,False,False,0
19591,0,4437,8,0,0,0,False,True,False,False,False,False,True,0
218191,0,24630,17,0,0,0,False,True,False,False,True,False,True,0
4041,0,0,0,0,0,0,False,False,False,False,False,False,False,0
24065,589,29586,9,0,0,0,False,True,False,False,True,False,True,1
78462,0,20291,14,0,0,0,False,True,False,False,True,False,True,0
146263,0,20853,21,350,1,0,False,True,False,False,True,False,True,0
25123,0,2030,6,0,0,0,False,True,False,False,True,True,True,1
143080,733,44373,38,3928,17,0,True,True,False,False,True,True,True,1
11133,0,0,0,0,0,0,False,False,False,False,False,True,False,1
11820,0,2045,5,0,0,1,False,False,False,False,True,False,False,1
20681,0,0,0,0,0,0,False,False,False,False,True,False,False,0
142175,0,37461,22,0,0,0,False,True,False,False,True,False,True,0
60250,0,43071,12,0,0,0,False,True,False,False,True,False,True,1
5500,0,0,0,0,0,0,False,False,False,False,False,False,False,0
68684,0,5756,13,0,0,0,False,True,False,False,False,False,True,0
112013,0,24943,14,0,0,0,False,True,False,False,True,False,True,0
66807,0,23456,14,0,0,0,False,True,False,False,False,False,True,0
49874,0,7200,9,1700,4,0,True,False,False,False,True,False,False,1
61956,0,17500,2,0,0,0,False,False,False,False,True,False,False,0
3834,0,500,1,0,0,0,False,False,False,False,True,False,False,0
47165,0,4545,4,0,0,0,True,False,False,False,True,False,False,0
47966,2947,51615,11,650,3,0,True,True,False,False,True,False,True,0
104442,0,38180,23,1450,5,0,False,True,False,False,True,False,True,0
145726,0,19019,15,0,0,0,False,True,False,False,True,False,True,0
76150,0,36907,17,0,0,0,False,True,False,False,True,False,True,0
83623,0,2692,6,900,4,0,False,False,False,False,True,False,False,0
179559,0,17819,12,1000,2,0,True,True,False,False,False,False,True,0
29263,0,15184,13,0,0,0,False,True,False,False,True,False,True,1
15635,0,410,3,0,0,0,False,False,False,False,False,False,False,0
213539,0,2750,15,0,0,0,False,False,False,False,True,False,False,0
18735,0,4100,19,0,0,0,False,False,False,False,True,False,False,0
3522,0,3522,4,0,0,0,False,False,True,False,False,False,True,0
13033,0,1625,6,0,0,0,False,False,False,False,False,False,False,0
315273,0,12584,9,4084,4,0,True,False,False,False,True,False,False,0
11527,0,16874,27,3880,6,0,True,True,False,False,True,False,True,0
35062,0,16237,26,0,0,0,False,True,False,False,True,False,True,0
98608,0,969,12,0,0,0,False,True,False,False,False,False,True,0
25054,0,32592,17,3409,6,0,False,True,False,False,True,False,True,1
7490,0,0,0,0,0,0,False,False,False,False,False,False,False,0
13144,0,18615,18,0,0,0,False,True,False,False,False,False,True,0
125679,0,68151,27,650,1,0,False,True,False,True,False,False,True,0
73601,0,12902,36,2000,4,0,False,True,False,False,False,False,True,0
11314,1000,741,4,0,0,0,False,False,False,False,True,False,False,0
131992,0,12504,16,0,0,0,False,True,False,False,True,False,True,0
61841,0,48700,49,0,0,1,False,False,False,False,False,False,False,1
103172,0,3125,3,0,0,0,False,False,False,False,True,False,False,0
83217,0,3679,4,0,0,0,False,True,False,False,False,False,True,0
54148,0,40233,14,350,1,0,False,True,False,False,False,False,True,0
103796,0,63335,26,250,1,0,False,True,False,False,True,False,True,0
19960,0,0,0,0,0,0,False,False,False,False,False,False,False,0
19221,0,4655,8,500,1,0,False,False,False,False,False,False,False,0
13899,0,5125,31,0,0,0,False,False,False,False,True,False,False,0
37773,0,8436,15,0,0,0,False,True,False,False,True,False,True,0
5375,0,1375,11,0,0,0,False,False,False,False,False,False,False,0
152178,0,39760,15,248,1,0,True,True,False,False,True,False,True,0
13188,0,1500,3,1500,3,0,False,False,False,False,True,False,False,0
42040,1000,14189,17,4034,13,0,True,True,False,False,True,False,True,0
282784,3508,19314,17,3100,7,0,True,False,False,False,True,False,False,0
22080,0,12200,47,1950,9,0,True,False,False,False,True,False,False,0
89480,0,2946,4,1946,3,0,False,False,False,False,True,False,False,0
49053,0,6498,18,950,5,0,False,True,False,False,True,True,True,1
29244,0,6252,13,0,0,0,False,True,False,False,False,False,True,0
25404,0,2125,7,500,1,0,False,False,False,False,False,False,False,0
160572,0,8163,18,500,1,0,True,True,True,False,True,True,True,1
6628,0,2125,8,0,0,0,False,False,False,False,True,False,False,0
51864,0,6795,13,0,0,0,False,True,False,False,False,False,True,0
43000,0,1273,4,173,1,0,False,False,False,False,True,False,False,0
55591,0,8817,13,0,0,0,False,True,False,False,False,False,True,0
52005,0,11870,15,100,1,0,False,True,False,False,False,False,True,0
93700,0,58745,14,0,0,0,False,True,False,False,True,True,True,1
230715,0,24047,12,0,0,0,False,True,False,False,False,False,True,0
31478,0,18885,18,0,0,0,False,True,False,False,True,False,True,0
9175,0,4000,25,0,0,0,False,False,False,False,False,False,False,0
449205,1121,4750,9,3250,8,0,True,False,False,False,True,True,False,1
77225,0,30646,15,0,0,0,False,True,False,False,True,False,True,0
285116,0,8471,18,500,1,0,True,True,False,False,False,False,True,0
22029,0,2882,14,0,0,0,False,True,True,False,True,False,True,1
145723,0,59858,16,0,0,0,False,True,False,False,False,True,True,1
9125,0,750,6,0,0,0,False,False,False,False,True,False,False,0
7421,0,0,0,0,0,0,False,False,False,False,False,False,False,0
26605,0,3704,11,0,0,0,False,True,True,False,True,False,True,0
40965,10098,9850,11,1850,6,0,True,False,False,False,True,False,False,0
294881,0,84800,20,0,0,0,False,True,False,False,True,False,True,0
14052,0,0,0,0,0,0,False,False,False,False,True,False,False,0
642,0,0,0,0,0,0,False,False,False,False,False,False,False,0
5583,0,3147,14,0,0,0,False,True,False,False,True,False,True,0
44293,0,21920,21,100,1,0,False,True,False,False,True,False,True,0
33604,0,13619,16,0,0,0,False,True,False,False,True,False,True,0
98339,0,16336,13,0,0,0,False,True,False,False,False,False,True,1
292023,0,14125,12,3250,7,0,True,False,False,False,True,True,False,1
20248,0,18507,37,1700,5,0,False,True,False,False,True,False,True,0
37335,0,19507,17,0,0,0,False,True,False,False,False,False,True,0
25302,0,11312,13,0,0,0,False,True,False,False,True,False,True,0
11961,0,11961,10,0,0,0,False,False,True,False,False,False,True,0
5320,0,2275,9,0,0,0,False,False,False,False,False,False,False,0
13623,0,2625,14,0,0,0,False,False,False,False,False,False,False,1
69954,0,8500,5,500,1,0,True,False,False,False,True,False,False,0
72497,0,24279,13,0,0,0,False,True,False,False,False,False,True,0
80223,0,21248,26,2050,7,0,False,True,False,False,True,False,True,0
20971,1490,43527,34,0,0,1,False,True,False,False,True,False,True,1
109131,0,17481,17,150,1,0,False,True,False,False,False,True,True,1
72178,0,2100,10,0,0,0,False,False,False,False,True,False,False,0
13350,0,3850,24,0,0,0,False,False,False,False,True,False,False,0
22048,0,100,1,0,0,0,False,False,False,False,False,False,False,0
93154,0,30752,21,0,0,0,True,True,False,False,True,False,True,0
47457,0,12621,16,0,0,0,False,True,False,False,False,False,True,0
52046,0,1058,8,683,7,0,False,False,False,False,False,False,False,0
25205,0,0,0,0,0,0,False,False,False,False,False,False,False,0
6854,0,0,0,0,0,0,False,False,False,False,False,False,False,0
319241,0,71867,36,0,0,0,True,True,False,False,False,False,True,0
2625,0,125,1,0,0,0,False,False,False,False,False,False,False,0
88404,0,37304,29,500,1,0,False,True,False,False,True,False,True,0
27876,0,0,0,0,0,0,False,False,False,False,False,True,False,1
108616,0,36476,13,0,0,0,False,True,False,False,False,False,True,0
8273,0,0,0,0,0,0,False,False,False,False,True,False,False,1
24750,0,0,0,0,0,0,True,False,False,False,True,False,False,0
81155,0,49904,41,0,0,0,False,True,False,False,True,False,True,0
12120,0,1000,1,0,0,0,False,False,False,False,True,False,False,0
91755,0,5026,8,751,3,0,True,False,False,False,True,False,False,0
66614,0,0,0,0,0,0,False,False,False,False,True,False,False,0
161281,0,6321,8,175,1,1,False,False,False,False,True,False,False,1
20540,0,5731,15,500,1,0,False,True,False,False,True,False,True,0
37563,0,8142,14,0,0,0,False,True,False,False,False,False,True,0
89094,0,55865,13,0,0,0,False,True,False,False,True,False,True,0
329497,0,57264,12,0,0,0,False,True,False,False,False,False,True,0
463494,0,27390,17,750,1,0,False,True,False,False,True,False,True,0
40425,0,3300,8,1700,5,0,False,False,False,False,True,False,False,0
80331,0,15489,18,0,0,0,False,True,False,False,True,False,True,0
43761,0,5398,16,0,0,0,False,True,False,False,False,False,True,0
46545,1000,0,0,0,0,0,False,False,False,False,True,False,False,0
82981,0,105325,44,1000,2,0,True,True,False,True,True,False,True,0
189252,0,2991,15,0,0,0,False,True,False,False,True,False,True,0
21921,0,0,0,0,0,0,False,False,False,False,False,False,False,1
56896,0,34019,15,0,0,0,False,True,False,False,True,False,True,0
77102,0,13175,20,1850,6,0,False,True,False,False,True,False,True,0
54337,0,2131,9,230,1,0,False,True,False,False,False,False,True,1
40567,0,18122,16,0,0,0,False,True,False,False,True,False,True,0
74645,0,40367,18,0,0,0,False,True,False,False,False,False,True,0
123842,0,24295,14,0,0,0,False,True,False,False,False,False,True,0
7369,0,0,0,0,0,0,False,False,False,False,True,False,False,0
68666,0,350,2,350,2,0,False,False,False,False,False,True,False,1
23835,0,0,0,0,0,0,False,False,False,False,True,False,False,0
18538,0,2200,3,0,0,0,False,False,False,False,True,False,False,0
72131,0,7681,17,0,0,0,False,True,False,False,True,False,True,0
23315,0,705,5,50,1,0,False,True,False,False,False,False,True,0
23390,0,1650,3,150,1,0,False,False,False,False,True,True,False,1
8767,0,6589,8,3892,6,0,False,False,False,False,True,False,False,0
7029,0,495,3,0,0,0,False,False,False,False,True,False,False,0
14791,0,23956,26,300,2,2,False,True,False,False,True,False,True,0
75413,0,31726,18,0,0,0,False,True,False,False,True,False,True,0
45149,0,21292,10,0,0,0,False,True,False,False,False,False,True,1
24868,0,205,5,0,0,0,False,False,False,False,True,False,False,0
26101,0,3900,15,3900,15,0,False,False,False,False,False,False,False,0
30130,0,9192,15,0,0,0,False,True,False,False,True,False,True,1
182704,5513,5850,12,3100,10,1,True,False,False,False,True,True,False,1
196967,0,38490,37,9550,20,0,True,True,False,False,True,False,True,1
43971,0,1491,11,0,0,0,False,True,False,False,False,False,True,0
113113,0,10736,13,0,0,0,False,True,False,False,False,False,True,0
64969,0,1135,13,0,0,0,False,True,False,False,True,False,True,0
24847,0,1550,4,0,0,0,False,False,False,False,True,False,False,0
24134,0,1250,3,0,0,0,False,False,False,False,True,False,False,0
198137,0,6303,6,500,1,0,False,False,False,False,True,False,False,0
31520,0,130,2,0,0,0,False,False,False,False,False,False,False,0
6015,4929,0,0,0,0,0,False,False,False,False,False,False,False,0
12112,0,0,0,0,0,0,False,False,False,False,False,False,False,0
66741,2880,71921,30,2600,7,0,True,True,False,False,True,False,True,0
10689,0,2750,15,0,0,0,False,False,False,False,True,False,False,0
21787,0,1500,5,0,0,0,False,False,False,False,True,False,False,0
34781,0,11270,12,0,0,0,False,True,False,False,True,False,True,0
64824,0,20184,13,0,0,0,False,True,False,False,False,True,True,1
54388,0,27516,14,0,0,0,False,True,False,False,True,False,True,0
148915,0,23522,16,650,2,0,False,True,False,False,True,False,True,0
25824,0,17760,20,750,2,0,False,True,False,False,True,False,True,0
89945,0,14218,16,350,1,0,True,True,False,False,True,False,True,0
10635,0,45212,20,0,0,0,False,True,False,False,True,False,True,0
59486,0,3517,4,0,0,0,True,True,False,False,True,False,True,0
17334,0,6783,27,50,1,0,False,True,False,False,True,False,True,0
6663,0,1125,7,750,4,0,False,False,False,False,True,True,False,1
17778,0,0,0,0,0,0,False,False,False,False,False,False,False,0
65904,0,47224,35,5350,18,0,False,True,False,False,True,False,True,0
46184,0,3125,12,500,1,0,False,False,False,False,True,False,False,0
64153,0,23563,19,0,0,1,False,True,False,False,True,False,True,0
38292,0,12487,13,250,2,0,True,True,True,False,True,False,True,0
14952,0,250,1,250,1,0,False,False,False,False,False,False,False,0
16103,0,10819,13,0,0,0,False,True,True,False,False,False,True,0
21582,0,10811,15,0,0,0,False,True,False,False,False,False,True,0
207545,0,11137,34,4387,12,0,False,False,False,False,True,False,False,0
23130,0,5032,10,0,0,0,False,True,False,False,False,False,True,0
53715,0,7164,15,300,2,0,False,True,False,False,True,False,True,0
35801,0,3337,13,0,0,0,False,True,True,False,True,False,True,0
278258,0,1000,1,0,0,0,True,False,False,False,False,False,False,0
889456,1024,98959,29,850,4,0,True,True,False,False,True,False,True,0
75288,0,36866,20,0,0,0,False,True,False,False,False,False,True,1
238868,0,20521,16,0,0,0,False,True,False,False,False,False,True,1
101772,0,26480,17,1000,2,0,True,True,False,False,True,False,True,0
23197,0,10587,13,150,1,0,False,False,True,False,True,False,True,0
163315,0,8035,29,0,0,1,False,True,False,False,True,False,True,0
38465,0,10550,3,550,2,0,True,False,False,False,True,False,False,1
58387,0,14581,39,0,0,0,False,True,False,False,True,False,True,0
26745,0,17547,9,0,0,0,True,True,False,False,True,False,True,0
14440,0,365,2,0,0,0,False,False,False,False,True,False,False,0
60085,0,14714,17,0,0,0,False,True,False,False,True,False,True,0
63121,0,16634,16,150,1,0,False,True,False,False,True,False,True,0
60109,0,2300,6,2300,6,0,True,False,False,False,True,False,False,0
97155,0,10004,3,0,0,0,False,True,False,False,True,False,True,0
89222,0,0,0,0,0,0,True,False,False,False,False,True,False,1
35474,0,15086,6,0,0,0,False,True,False,False,True,False,True,0
46269,0,20594,14,0,0,0,False,True,False,False,True,False,True,0
2701,0,5000,10,0,0,0,False,False,False,False,True,False,False,0
10307,0,0,0,0,0,0,False,False,False,False,True,False,False,0
130920,2643,30299,20,1100,6,0,True,True,False,False,True,False,True,0
161453,0,38956,44,0,0,0,True,True,False,False,True,False,True,0
48896,0,4081,12,3397,10,0,False,False,False,False,True,False,False,0
105458,0,750,4,700,2,0,False,False,False,False,False,False,False,0
26069,0,0,0,0,0,0,False,False,False,False,True,False,False,0
17575,0,0,0,0,0,0,False,False,False,False,True,True,False,1
8994,0,0,0,0,0,0,False,False,False,False,True,False,False,0
19483,0,4263,18,0,0,0,False,True,True,False,True,False,True,0
153747,0,58689,15,0,0,0,False,True,False,False,True,False,True,0
13375,4301,15732,43,9200,28,0,True,True,False,False,True,True,True,1
46882,0,0,0,0,0,0,False,False,False,False,False,False,False,0
30759,0,510,3,0,0,0,False,False,False,False,False,False,False,0
50987,0,0,0,0,0,0,False,False,False,False,False,False,False,0
229397,0,22873,13,0,0,0,False,True,True,False,True,False,True,0
114549,0,5000,4,1000,2,0,True,False,False,False,True,False,False,0
25849,0,0,0,0,0,0,False,False,False,False,True,False,False,0
21615,0,5043,13,1000,2,0,False,True,False,False,False,False,True,0
289351,0,147787,35,500,1,0,True,True,False,False,True,True,True,1
9520,0,12515,13,0,0,0,False,True,False,False,True,False,True,0
14513,0,50,2,0,0,0,False,False,False,False,False,False,False,0
45603,0,5964,13,0,0,0,False,True,False,False,False,False,True,0
3110,0,1100,2,0,0,0,False,False,False,False,True,False,False,0
43498,0,0,0,0,0,0,False,False,False,False,True,False,False,0
100634,0,69669,28,1540,12,0,False,True,True,False,True,False,True,1
37529,0,25706,14,0,0,0,False,True,False,False,True,False,True,1
33010,0,0,0,0,0,0,False,False,False,False,False,False,False,0
969559,0,2500,3,1000,2,0,True,False,False,False,False,True,False,1
128927,0,61165,14,0,0,0,False,True,False,False,True,False,True,0
61617,0,23495,13,0,0,0,False,True,False,False,False,False,True,1
12568,0,350,3,0,0,0,False,False,False,False,True,False,False,0
119977,2556,9275,16,1400,4,0,True,False,False,False,True,True,False,1
16079,0,6085,4,0,0,0,False,False,False,False,True,False,False,1
312512,0,100,1,100,1,0,False,False,False,False,True,True,False,1
11552,0,0,0,0,0,0,False,False,False,False,True,False,False,0
20713,0,13421,12,400,1,0,False,True,False,False,False,False,True,0
15920,0,2500,1,0,0,0,True,False,False,False,True,True,False,1
27488,0,23927,21,0,0,0,False,True,False,False,True,False,True,0
59650,0,5050,16,3950,13,0,False,False,False,False,True,False,False,0
1837,0,1000,1,0,0,0,False,False,False,False,True,False,False,0
168515,0,4600,4,0,0,0,True,False,False,False,True,False,False,1
143566,0,5000,5,1500,3,0,True,False,False,False,True,False,False,0
33020,0,6155,25,1500,3,0,False,True,False,False,True,False,True,1
22998,0,0,0,0,0,0,False,False,False,False,True,False,False,0
59967,0,10000,4,0,0,0,True,False,False,False,True,True,False,1
25168,0,500,1,500,1,0,False,False,False,False,True,False,False,0
23553,810,1587,4,487,2,0,True,False,False,False,True,False,False,0
108081,0,217006,24,0,0,0,False,True,False,True,True,False,True,1
2003,0,980,2,0,0,0,False,False,False,False,False,False,False,0
49052,0,46718,17,0,0,0,False,True,False,False,True,False,True,0
